"","x"
"280","1"
"281","0"
"282","1"
"283","0"
"284","0"
"285","1"
"286","1"
"287","1"
"288","1"
"289","1"
"290","0"
"291","1"
"292","1"
"293","0"
"294","0"
"295","1"
"296","1"
"297","0"
"298","1"
"299","1"
"300","0"
"301","1"
"302","0"
"303","0"
"304","1"
"305","0"
"306","0"
"307","1"
"308","0"
"309","0"
"310","0"
"311","1"
"312","1"
"313","1"
"314","1"
"315","1"
"316","1"
"317","1"
"318","0"
"319","1"
"320","1"
"321","0"
"322","1"
"323","0"
"324","0"
"325","1"
"326","1"
"327","1"
"328","1"
"329","0"
"330","0"
"331","0"
"332","1"
"333","1"
"334","1"
"335","1"
"336","0"
"337","0"
"338","1"
"339","1"
"340","1"
"341","0"
"342","0"
"343","1"
"344","1"
"345","0"
"346","1"
"347","0"
"348","1"
"349","1"
"350","0"
"351","1"
"352","0"
"353","1"
"354","0"
"355","0"
"356","1"
"357","1"
"358","1"
"359","0"
"360","1"
"361","0"
"362","0"
"363","1"
"364","0"
"365","0"
"366","1"
"367","1"
"368","1"
"369","0"
"370","0"
"371","0"
"372","1"
"373","0"
"374","0"
"375","0"
"376","0"
"377","0"
"378","0"
"379","0"
"380","1"
"381","1"
"382","1"
"383","1"
"384","0"
"385","0"
"386","0"
"387","0"
"388","1"
"389","0"
"390","1"
"391","0"
"392","0"
"393","1"
"394","1"
"395","0"
"396","0"
"397","0"
"398","1"
"399","1"
"400","1"
"401","1"
"402","1"
"403","0"
"404","0"
"405","1"
"406","0"
"407","0"
"408","1"
"409","0"
"410","1"
"411","0"
"412","0"
"413","0"
"414","1"
"415","1"
"416","0"
"417","0"
"418","0"
"419","1"
"420","0"
"421","1"
"422","0"
"423","1"
"424","0"
"425","1"
"426","0"
"427","0"
"428","1"
"429","0"
"430","0"
"431","0"
"432","0"
"433","1"
"434","0"
"435","1"
"436","0"
"437","1"
"438","1"
"439","0"
"440","1"
"441","0"
"442","1"
"443","0"
"444","1"
"445","0"
"446","0"
"447","0"
"448","1"
"449","0"
"450","1"
"451","0"
"452","1"
"453","0"
"454","1"
"455","0"
"456","1"
"457","0"
"458","0"
"459","0"
"460","1"
"461","1"
"462","1"
"463","1"
"464","0"
"465","1"
"466","1"
"467","0"
"468","0"
"469","0"
"470","1"
"471","1"
"472","0"
"473","1"
"474","0"
"475","1"
"476","0"
"477","0"
"478","1"
"479","0"
"480","0"
"481","1"
"482","0"
"483","0"
"484","1"
"485","0"
"486","1"
"487","0"
"488","0"
"489","1"
"490","0"
"491","1"
"492","1"
"493","0"
"494","0"
"495","0"
"496","0"
"497","0"
"498","0"
"499","1"
"500","1"
