"","x"
"187","0"
"188","0"
"189","1"
"190","1"
"191","0"
"192","0"
"193","1"
"194","1"
"195","1"
"196","1"
"197","0"
"198","1"
"199","0"
"200","0"
"201","1"
"202","1"
"203","0"
"204","1"
"205","0"
"206","1"
"207","0"
"208","1"
"209","1"
"210","0"
"211","1"
"212","0"
"213","0"
"214","0"
"215","0"
"216","1"
"217","1"
"218","1"
"219","0"
"220","0"
"221","0"
"222","0"
"223","1"
"224","0"
"225","0"
"226","1"
"227","0"
"228","0"
"229","0"
"230","0"
"231","1"
"232","0"
"233","0"
"234","1"
"235","0"
"236","1"
"237","0"
"238","1"
"239","1"
"240","1"
"241","0"
"242","0"
"243","1"
"244","0"
"245","1"
"246","1"
"247","0"
"248","0"
"249","0"
"250","0"
"251","1"
"252","0"
"253","0"
"254","0"
"255","0"
"256","0"
"257","1"
"258","0"
"259","1"
"260","1"
"261","0"
"262","1"
"263","1"
"264","1"
"265","1"
"266","1"
"267","1"
"268","1"
"269","1"
"270","0"
"271","0"
"272","0"
"273","0"
"274","1"
"275","1"
"276","0"
"277","0"
"278","1"
"279","1"
"280","0"
"281","1"
"282","1"
"283","1"
"284","0"
"285","0"
"286","0"
"287","1"
"288","0"
"289","0"
"290","0"
"291","0"
"292","0"
"293","1"
"294","1"
"295","0"
"296","1"
"297","1"
"298","1"
"299","1"
"300","1"
"301","1"
"302","0"
"303","0"
"304","1"
"305","0"
"306","0"
"307","1"
"308","1"
"309","0"
"310","1"
"311","0"
"312","0"
"313","0"
"314","0"
"315","0"
"316","0"
"317","0"
"318","0"
"319","0"
"320","0"
"321","0"
"322","0"
"323","1"
"324","1"
"325","0"
"326","0"
"327","0"
"328","1"
"329","1"
"330","1"
"331","0"
"332","1"
"333","1"
"334","1"
"335","0"
"336","0"
"337","1"
"338","0"
"339","1"
"340","1"
"341","1"
"342","1"
"343","1"
"344","0"
"345","1"
"346","0"
"347","1"
"348","1"
"349","0"
"350","1"
"351","0"
"352","0"
"353","0"
"354","1"
"355","1"
"356","1"
"357","1"
"358","1"
"359","1"
"360","1"
"361","1"
"362","1"
"363","0"
"364","0"
"365","1"
"366","0"
"367","0"
"368","1"
"369","1"
"370","1"
"371","1"
"372","0"
"373","1"
"374","1"
"375","1"
"376","0"
"377","0"
"378","0"
"379","1"
"380","1"
"381","1"
"382","0"
"383","0"
"384","0"
"385","1"
"386","0"
"387","1"
"388","0"
"389","1"
"390","0"
"391","1"
"392","0"
"393","1"
"394","1"
"395","0"
"396","0"
"397","1"
"398","0"
"399","0"
"400","0"
"401","1"
"402","0"
"403","1"
"404","0"
"405","1"
"406","1"
"407","1"
"408","0"
"409","0"
"410","1"
"411","1"
"412","1"
"413","1"
"414","1"
"415","1"
"416","1"
"417","0"
"418","0"
"419","0"
"420","1"
"421","1"
"422","1"
"423","1"
"424","0"
"425","0"
"426","0"
"427","0"
"428","1"
"429","1"
"430","1"
"431","0"
"432","1"
"433","1"
"434","1"
"435","0"
"436","1"
"437","0"
"438","1"
"439","0"
"440","0"
"441","1"
"442","0"
"443","1"
"444","0"
"445","1"
"446","0"
"447","1"
"448","0"
"449","1"
"450","0"
"451","0"
"452","0"
"453","1"
"454","1"
"455","1"
"456","0"
"457","1"
"458","0"
"459","0"
"460","1"
"461","1"
"462","0"
"463","1"
"464","1"
"465","1"
"466","1"
"467","1"
"468","1"
"469","0"
"470","0"
"471","1"
"472","0"
"473","0"
"474","0"
"475","1"
"476","0"
"477","1"
"478","1"
"479","0"
"480","0"
"481","0"
"482","1"
"483","1"
"484","0"
"485","1"
"486","0"
"487","1"
"488","0"
"489","0"
"490","1"
"491","0"
"492","1"
"493","1"
"494","0"
"495","0"
"496","0"
"497","0"
"498","0"
"499","0"
"500","1"
