"","x"
"402","1"
"403","1"
"404","1"
"405","1"
"406","1"
"407","1"
"408","0"
"409","1"
"410","0"
"411","1"
"412","1"
"413","0"
"414","1"
"415","1"
"416","0"
"417","0"
"418","0"
"419","0"
"420","1"
"421","1"
"422","1"
"423","1"
"424","0"
"425","0"
"426","0"
"427","1"
"428","0"
"429","0"
"430","1"
"431","1"
"432","1"
"433","0"
"434","0"
"435","1"
"436","1"
"437","1"
"438","1"
"439","1"
"440","1"
"441","1"
"442","0"
"443","0"
"444","0"
"445","1"
"446","0"
"447","0"
"448","0"
"449","1"
"450","1"
"451","0"
"452","0"
"453","0"
"454","1"
"455","0"
"456","0"
"457","0"
"458","1"
"459","1"
"460","1"
"461","1"
"462","1"
"463","1"
"464","1"
"465","0"
"466","0"
"467","0"
"468","0"
"469","0"
"470","0"
"471","1"
"472","1"
"473","0"
"474","0"
"475","0"
"476","0"
"477","1"
"478","0"
"479","1"
"480","0"
"481","1"
"482","1"
"483","1"
"484","1"
"485","0"
"486","0"
"487","1"
"488","0"
"489","0"
"490","1"
"491","1"
"492","0"
"493","0"
"494","1"
"495","0"
"496","1"
"497","1"
"498","0"
"499","1"
"500","1"
